customer_tweet_id,customer_author_id,customer_created_at,customer_text,brand_reply_text,intent,intent_notes,verified_intent,verification_notes
483839,230095,Fri Dec 01 14:45:43 +0000 2017,"@AmazonHelp Please can you inform me when it will now arrive? Can I also ask for a refund as I ordered it on the basis it would arrive 30th November as I had the day off work to collect all my parcels, and it is now late &amp; not happy as haven't even had an email to inform me of the delay.","@230095 I'm sorry for the troubles with this delivery. We are here to help any way we can. It looks like we are asking you to contact us about delivery. Have you been able to do so? If not, please do so here: https://t.co/JzP7hlA23B. ^AL",RETURN_REFUND,Machine-assisted training label; rules:16;margin:8. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2983656,132155,Thu Nov 30 05:06:18 +0000 2017,@121284  I am an Echo  owner. I am extremely frustrated and would like to be contacted by some senior software person. Otherwise I am compelled to return the product. My Amazon account ID is __email__ it will also have my mobile number.,"@132155 We're extremely sorry for the unpleasant experience. You may reach out to our support team using the link provided here: https://t.co/2t6DQoUmNZ. We'll be glad to help.
Please don't provide your details, we consider it to be personal information.^AR",TECHNICAL_SUPPORT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
437977,219046,Tue Oct 10 17:51:02 +0000 2017,why is amazon prIME NOT WORKING how am i supposed to watch a film I’ve seen 5 times before to forget real life struggles &amp; responsibilities,@219046 I'm sorry for the trouble! Could you tell us more about what you're experiencing? Are you getting an error message? ^GL,PRIME_MEMBERSHIP,Machine-assisted training label; rules:8;margin:2. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2843648,568028,Mon Nov 27 17:35:41 +0000 2017,@AmazonHelp hi. Is the amazon depot in Queensway Croydon an 'FBA' location? I just joined as a seller and live 15 mins away. I wonder if I can bring my stock in myself??,@568028 Hello! That is a great question! Let's take a closer look into this in real time with you here: https://t.co/UdPkT5azbL ^JZ,PRODUCT_CONTENT,Machine-assisted training label; rules:2;ml:0.23. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2604261,636815,Fri Nov 17 09:16:09 +0000 2017,@AmazonHelp Any recent updates regarding the launch of amazon prime music in India?,@636815 Currently Amazon Prime Music is exclusively available on echo devices. ^EM,PRIME_MEMBERSHIP,Machine-assisted training label; rules:8;margin:6. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2621115,740608,Fri Nov 17 15:39:44 +0000 2017,@116875 rompe todas las teorías de conspiración acerca de #ElBuenFin Sin duda mi lugar favorito para comprar :),"@740608 Es casi imposible resistirse, Miguel. ¿Ya has hecho alguna compra? 🤗 ^LG",PRICING_PROMOTIONS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2936664,811832,Wed Nov 29 11:13:58 +0000 2017,"@AmazonHelp Hello. I'm trying to log on to Amazon in my library but can't. ""The owner of https://t.co/vWVKORx4Y8 has configured their website improperly..."" I wanted to cancel Prime + Kindle subscriptions. Can you help?",@811832 Sorry to hear about the issue with the Libraries computer. We're unable to access your account via twitter. Are you able to access the cancel subscription link here: http:https://t.co/a4Yc9lKczA? Can you check another browser perhaps? ^MI,PRIME_MEMBERSHIP,Machine-assisted training label; rules:10;margin:6. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
181277,158564,Sat Nov 25 01:23:38 +0000 2017,アマゾンプライムに、ガルパンが来てる…だとぉ…！！！？,@158564 はい！ぜひご覧ください( *• ̀ω•́ )b SK,PRODUCT_CONTENT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
333182,195357,Sat Oct 07 21:07:20 +0000 2017,"@AmazonHelp It's continually restarting, freezing and running crazy slow. I would get the fire TV box if it weren't so darn expensive.",@195357 Thanks for the info. Let's try some of these troubleshooting steps: https://t.co/O2c6Wu0sYZ and please keep us posted. ^GG,TECHNICAL_SUPPORT,Machine-assisted training label; rules:9;margin:7. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
572839,254616,Sun Dec 03 05:28:16 +0000 2017,"Had to cancel this order from @115850 on 28th Nov and it's been 5 days already with no update on my refund as well the 3k Amazon card voucher that I used. What's wrong with your #customerservice #amazon?!? My 30,000 is stuck! This is just unacceptable!! https://t.co/tN1uEyQWoy","@254616 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^JS",RETURN_REFUND,Machine-assisted training label; rules:16;margin:14. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
746774,298523,Wed Oct 11 16:45:12 +0000 2017,"Bonjour @AmazonHelp , Impossible de me connecter à mon compte depuis aujourd'hui. J'ai changé de mot de passe plusieurs fois mais rien https://t.co/V23HWAxO0R","@298523 Bonjour, désolée d'apprendre cela :/ je vous prie de contacter notre SAV via ce lien  https://t.co/hgIrz98cdI ^SN",ACCOUNT_ACCESS,Customer cannot log in despite changing the password. | Human-verified correction: Customer cannot access their account.,,
2159508,634288,Sun Nov 05 08:21:48 +0000 2017,何じゃこりゃーAmazonプライム試してないぞ！詐欺ですか！？,@634288 失礼いたします。以前当サイトをお使いの際に、お急ぎ便等プライム特典をご利用になったことはございませんか？無料体験にお申し込みいただくとメールでその旨お知らせいたします。メッセージセンターよりご確認ください。https://t.co/V95RkdSY3j RI,PRIME_MEMBERSHIP,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1007834,358488,Thu Oct 12 09:45:59 +0000 2017,Amazonプライム会員なんて登録した覚えないのに請求きてるよ！！なんでよ！！3900えん。。返金してほしいよ〜😢,@358488 無料体験を利用されたことはありませんか？申し込み時にご案内しているように、設定を変更しない場合、期間終了後に本会員へ移行します。年会費請求後にに特典のご利用がなければ、キャンセル手続き後に返金いたします。 https://t.co/JrKFIybs6n RI,PRIME_MEMBERSHIP,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
215978,167356,Wed Nov 22 12:23:47 +0000 2017,@AmazonHelp  I jus received a msg for refund success of INR.499/-  however it has not reflected in my bank account. Dis should have been done in October itself. Bloody cheap service as usual by @AmazonHelp,@167356 Apologies for the unpleasant experience you've had. We'd like to help. Kindly share your details here: https://t.co/cQVomR1pWz and we'll have this resolved at the earliest. ^KH,RETURN_REFUND,Machine-assisted training label; rules:16;margin:16. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2290859,665414,Tue Nov 14 09:00:34 +0000 2017,"@AmazonHelp #JeffBezos , #flipcart . Order cancelled because of non delivery in stipulated time. Order on Amazon needs advance payment. Refund to take 2 weeks !! Amazing tactics Amazon !!","@665414 Sorry, you feel that way. Please reply to the email sent by our specialist team for further insight on your refund. ^VM",PAYMENT_BILLING,Machine-assisted training label; rules:17;margin:1. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
616975,266387,Wed Nov 22 15:30:14 +0000 2017,@AmazonHelp Just sent them an email so hopefully someone can help. Any ideas on what I can do on my last tweet about the incorrectly charged TP WiFi plug offer that over charged me.,"@266387 This is the TP-Link plug included in the bundle, correct? If so, you will see the discount added to your order in the Checkout summary screen. Can you locate it there? ^TK",PAYMENT_BILLING,The customer reports being incorrectly overcharged for a TP-Link WiFi plug offer/bundle and is asking about a charge discrepancy. This is a billing/charging issue. | Human-verified correction: Customer cannot access their account.,,
2830780,788241,Mon Nov 27 12:37:25 +0000 2017,"Hi
I've been trying to get the refund for my order#402-2214996-3996361 since Feb.I don't get any resp. to my emails and I've tried calling cc too but they don't help either.
I've sent tons of mails but no help &amp; posted several times on ur FB page.Im tired of this shit. @115850",@788241 as we consider them to be personal information. Our Twitter page is visible to public. (2/2)^YP,RETURN_REFUND,Machine-assisted training label; rules:16;margin:14. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2882677,799774,Tue Nov 28 09:43:56 +0000 2017,うそだろ・・・AmazonmusicでペルソナシリーズのBGMがほとんどカバーされてる・・・落としたやつ後から請求とかないよね・・・？,@799774 「Prime Music」でしょうか？「Amazonプライム会員の方」で、かつ「Prime Music対象作品」であれば、追加料金なしでご視聴いただけます。https://t.co/tCTnqCCgzb TN,PAYMENT_BILLING,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1290442,120784,Thu Oct 26 20:08:05 +0000 2017,@AmazonHelp What does a customer do when their account is stolen? My wife's account has been stolen. I've called 3 times and can't get help.,@120784 I'm sorry for the trouble! Our Account Specialists will be able to assist! Please visit us here: https://t.co/jzvkhdlrK5 ^WT,ACCOUNT_ACCESS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1148723,390330,Wed Oct 25 03:53:28 +0000 2017,@AmazonHelp If they would've been committed then it would actually have been a genuine product. The Samsung service center informed me that it's a fake,@390330 We will consider this as feedback and ensure to pass it on internally for improvements. ^RW,PRODUCT_CONTENT,Machine-assisted training label; rules:2;ml:0.23. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2958541,816566,Wed Nov 29 20:05:27 +0000 2017,Hi @AmazonHelp I submitted a return request last week that needed seller review. Can you help me w/the status?,"@816566 We will do our best! We aren't able to view your account via Twitter, but what is the current status of your return shown here: https://t.co/hFnl9Usam7 ^AD",RETURN_REFUND,Machine-assisted training label; rules:15;margin:15. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
679071,282036,Thu Nov 23 07:24:26 +0000 2017,Shout out to amazon for screwing me over EVERY time I order anything. Charged me twice and now my account is in the negatives. 🙃 https://t.co/eg4PTOTgEg,"@282036 Sorry to hear this Samantha. It sounds like it might be authorization charges that you are seeing. For more info on this, please click the link: https://t.co/0Zb9BvsX80 ^BZ",PAYMENT_BILLING,"The customer reports being charged twice for an order, resulting in a negative account balance. This is a duplicate/authorization charge and billing issue. | Human-verified correction: Customer cannot access their account.",,
99804,137850,Thu Nov 30 17:12:51 +0000 2017,Ob @115825 die teilweise sehr asynchrone Tonspur von King of Queens (Deutsch) mittlerweile gefixt hat...?,"@137850 Wenn du mir sagt, welche Folge genau du meinst, schau ich schnell für dich nach ;) ^AW",TECHNICAL_SUPPORT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
639517,271699,Wed Nov 22 20:10:11 +0000 2017,@115850 not received Cashback order no. 404-1391521-1785957,@271699 I understand your concern regarding the cashback. Kindly report it to our support team here: https://t.co/vlvfJr4nN9 and we'll check with it. Please don't share your order details as we consider it to be personal information. Our Twitter page is public. ^KH,PRICING_PROMOTIONS,Machine-assisted training label; rules:11;margin:9. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
742396,297514,Wed Oct 11 14:28:44 +0000 2017,@amazonhelp this url is broken on your site: https://t.co/nL5ldDxRB2 — needed for this: https://t.co/dD4Yvm02Pb,@297514 Cab you please provide a link to the page where this button is located? We'd like to look further into it. ^WJ,RETURN_REFUND,Machine-assisted training label; rules:10;margin:6. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
675266,281047,Thu Nov 23 10:18:16 +0000 2017,@115830 hi I've printed my return label and packaged up the parcel but do not if it is the post office or a shop I return it too. Please advise. Thanks,"@281047 Hi Nicola, the name of the carrier should be presented on the label. It will say for example: Royal Mail, Collect+ or Pass my Parcel. What does it say on yours?^MA",RETURN_REFUND,Machine-assisted training label; rules:15;margin:3. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2104264,621226,Wed Nov 08 12:31:03 +0000 2017,@116928 ¿Tendréis disponible hoy el Xiaomi A1?,"@621226 Hola Markez, hemos realizado una búsqueda y tenemos estas opciones disponibles: https://t.co/vvcm5SNp0m. ❤ ^DA",PRODUCT_CONTENT,Machine-assisted training label; rules:4;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
968084,349802,Fri Nov 03 03:33:45 +0000 2017,"@AmazonHelp The echo device arrived yesterday, but cannot configure the location to India. Also my prime subscription doesn't seem to be extended.",@349802 Sorry to know you're having trouble with the Echo device and prime. Kindly connect with us here: https://t.co/HQhpS2qeEd. ^PS,TECHNICAL_SUPPORT,Machine-assisted training label; rules:10;margin:0. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2520579,717939,Thu Nov 16 01:18:33 +0000 2017,密林primeのタイムセールに乗じて、7Dmk2用のバッテリーを2コ購入,@717939 ご利用ありがとうございます|ω・).SK,PRICING_PROMOTIONS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
120159,142676,Thu Nov 23 08:22:44 +0000 2017,"Amazonプライム勝手に継続登録になって無駄にお金払ってから約半年..

そう言えば映画とかアニメ観れたよな〜
って3日前から作業中に鋼錬の旧アニ垂れ流しで全話観て、今日昼から旧劇も観たんやけど、来年もプライム会員継続しようかと心揺れてる笑

キョロちゃんまで配信されてるんやで？やばない？笑",@142676 意図せず登録されたとの事ですが、ご活用いただけているようで幸いです。どうぞよろしくお願いいたします。 EK,PRIME_MEMBERSHIP,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
292333,185625,Fri Oct 06 16:36:27 +0000 2017,"@AmazonHelp Promotion is advertised here: https://t.co/t0E3aW4WTg

I purchased the ASUS 1080 Ti linked on that page, was told by a rep it isn't eligible","@185625 So sorry for the issues, Cody. I'm unable to see the promo on the page you provided. Can you link us to the promo directly? ^AD",PRICING_PROMOTIONS,Machine-assisted training label; rules:4;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1739871,525033,Tue Nov 07 16:59:53 +0000 2017,@AmazonHelp La version bêta n'est pas disponible alors qu'elle est pourtant sortie le vendredi 27 octobre https://t.co/hWHWC8vFpb,@525033 Avez-vous commandé une version digitale ou physique du jeu ? ^ASZ,PRODUCT_CONTENT,Machine-assisted training label; rules:4;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2799365,781025,Tue Nov 21 16:18:44 +0000 2017,"Amazon知らん間にプライム会員なってて3,900円〜💸〜さよなら〜","@781025 (2/2)有料会員移行後に特典のご利用が無ければ、キャンセル・返金を承る事も可能です。詳細はこちら&gt; https://t.co/wdPTbEDae7  
プライム特典の一覧はこちらをご参照ください&gt; https://t.co/Abfeov20S6  YM",PRIME_MEMBERSHIP,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1680623,511014,Tue Oct 17 16:17:19 +0000 2017,"@AmazonHelp I accidentally locked my kindle screen while reading. How do you unlock the lock screen, so that it can rotate normally.",@511014 Which Kindle are you using: https://t.co/ugW59cOCCi? ^AF,TECHNICAL_SUPPORT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2815545,784944,Mon Nov 27 02:21:06 +0000 2017,Is tomorrow's #OnePlus5t sale on @115850 an exclusive sale or an Open Sale?,@784944 It's an Amazon exclusive sale. ^SH,PRICING_PROMOTIONS,Machine-assisted training label; rules:2;ml:0.23. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2905248,804534,Tue Nov 14 08:43:11 +0000 2017,"amazonめーるこやん。
支払いできやん
さてどーする。",@804534 お支払い番号は商品によって発行時期が異なります。また、発行済みの場合には、アカウントサービスの注文履歴から番号を確認することが可能です。発行タイミングなど詳しくは、リンクのヘルプをご参照ください。https://t.co/7XGrxNphFt TN,PAYMENT_BILLING,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2779142,776276,Tue Nov 21 15:58:08 +0000 2017,"@AmazonHelp Hola! Quiero aplicar el descuento de 10% adicional para tarjetas Citibanamex en Amazon, intento aplicar el código de descuento, y me sale este mensaje. ¿Me pueden ayudar? :) https://t.co/Z6eYcshRdp","@776276 Hola. ¿Has verificado que tu pedido cumpla con todos los requisitos para que sea aplicable el descuento?. Puedes encontrar la información en el siguiente enlace: https://t.co/DxxN6wZ2O3
^DB",PRICING_PROMOTIONS,Machine-assisted training label; rules:4;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
727120,208320,Wed Oct 11 06:10:04 +0000 2017,@120319 @AmazonHelp Now I got to know amazon is not able to deliver product after giving in writing. Shame on u guys. Its ridiculous😡 https://t.co/BJH8fbl5oY,"@208320 Please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. (2/2)^GK",PRODUCT_CONTENT,Machine-assisted training label; rules:2;ml:0.23. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2754635,771025,Mon Nov 20 19:35:33 +0000 2017,Para cuándo una rebajita en el nikkor 35mm 1.8? @116928,"@771025 Hola, Joan. Todas nuestras ofertas serán anunciadas en nuestra página web, te recomendamos estar atento a los productos que más te interesan. ^CB",PRICING_PROMOTIONS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
105138,139222,Thu Nov 30 18:26:56 +0000 2017,"@AmazonHelp I did! It's like, partially frozen. The top part I can see that it's still working but the must charge icon just won't go away and it takes up half of the screen. Do you think it's good to just leave it charged though it's already ""green""?",@139222 Mhm that is strange! We would like to troubleshoot this with you in real time. Please contact us via phone or chat here: https://t.co/hApLpMlfHN ^LS,PAYMENT_BILLING,Machine-assisted training label; rules:10;margin:8. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
179268,158251,Wed Oct 04 09:30:24 +0000 2017,"@AmazonHelp Bonjour, il s'agit des livraisons des sociétés de l'immeuble, tout étant mélangé. Carton perdu pour ma part, aucun retour du service Amazon.",@158251 Vous les aviez contacté par rapport à cet incident ? ^AR,RETURN_REFUND,Machine-assisted training label; rules:2;ml:0.22. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1502859,128622,Fri Nov 03 15:43:27 +0000 2017,"@AmazonHelp login &gt; says im authorized to my merchant based on CID/MCID &gt; ""go to homepage button"" isn't working, redirects to same page.",@128622 I'm sorry to hear this! Have you attempted clearing your cache and cookies or trying another browser? ^TH,ACCOUNT_ACCESS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
386753,207562,Mon Oct 09 13:03:08 +0000 2017,"@115821 music @AmazonHelp most the songs keep Stuttering :(  ""War (Remastered)"" by U2 on Amazon Music. https://t.co/7Au0VSQWfY https://t.co/nAiQNtzvhN",@207562 I'm sorry the audio is skipping! Have you tried restarting the app as well as your modem/router? That usually helps! ^TK,TECHNICAL_SUPPORT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
454589,222879,Thu Nov 30 22:41:28 +0000 2017,"@AmazonHelp my app has been giving me some troubles! I've done everything I need to in order to be alerted to the giveaways and receive the $5, but it's only giving me credit for 2? I've done this twice now in 3 days. Signed out and back in. Help please 🙁",@222879 I'm sorry for the frustration! Can you confirm which app and device you're using? ^LR,TECHNICAL_SUPPORT,Machine-assisted training label; rules:4;margin:2. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
416985,214483,Tue Oct 10 03:12:20 +0000 2017,@115821 can suck it.... some one logged into the wife’s account they can’t/won’t do anything about it.,"@214483 I'm sorry to hear of any trouble. To confirm, is she able to sign into her account at this time? ^ST",ACCOUNT_ACCESS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
953167,346156,Sat Oct 21 20:34:02 +0000 2017,Out of Stock #OnePlus5 from @115850 . https://t.co/upcaXgd57X,@346156 The variant is currently not available. Stay tuned to our website for further updates. ^SQ,PRODUCT_CONTENT,Machine-assisted training label; rules:2;ml:0.25. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2530726,624553,Mon Oct 30 10:33:45 +0000 2017,"@AmazonHelp comprei 1 kindle e mandei entregar num endereço diferente do endereço de cobrança, e até hoje a pessoa q receberia o kindle não recebeu, pq?","@624553 Rosa, nós não temos acesso à sua conta através do Twitter. Você já contatou ao SAC? ^VL",PRODUCT_CONTENT,Machine-assisted training label; rules:2;ml:0.21. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
457760,223707,Fri Dec 01 00:33:06 +0000 2017,@116313 1冊目はすでにボロボロになってしまったので！ https://t.co/0HQ9n17vwj,@223707 |ω・).｡oO( ・・・！すごい！） SK,PRODUCT_CONTENT,"The customer mentions that the first copy/book has already become badly damaged. The message concerns the condition of a product, rather than delivery, payment, or account access. | Human-verified correction: Customer cannot access their account.",,
918907,338138,Sat Oct 21 10:31:18 +0000 2017,@115850 @AmazonHelp in trouble plz help need bill for invoice no IGHyd71527819315594 (jay parkash joshi) jan-2017 https://t.co/HF72O7BXTi,"@338138 Also, don’t provide your order details as its personal information. Our Twitter page is visible to public. 2/2 ^RS",PAYMENT_BILLING,Machine-assisted training label; rules:2;ml:0.23. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2386062,687659,Fri Oct 20 09:58:24 +0000 2017,"@AmazonHelp my order is delayed for more than a week, and customer care guy named ""varun av"" speaks damn rude. disappointed, good bye amazon",@687659 details here: https://t.co/beaaDm0muc and we'll have this addressed. (2/2) ^GK,COMPLAINT_FEEDBACK,Machine-assisted training label; uncertain;ml:0.26. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1439490,135047,Thu Nov 02 11:07:39 +0000 2017,"@amazonhelp Hi, I accidentally signed up to Prime and would like to cancel except it only says ""your Prime membership will be active soon""?",@135047 We'd be more than happy to take a look at this with you. Please reach out to us here: https://t.co/JzP7hlA23B. ^AX,PRIME_MEMBERSHIP,Machine-assisted training label; rules:18;margin:18. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2852209,792999,Mon Nov 27 19:45:18 +0000 2017,je l’ai déjà l’application amazon jdevrais être immunisé de vos pubs de merde @115821,"@792999 3/3  Ensuite décochez à nouveau les cases que vous aviez sélectionnées.  N'oubliez pas de ""Valider"" pour effectuer vos modifications.  
Nous espérons que ces informations vous seront utiles.",TECHNICAL_SUPPORT,Machine-assisted training label; rules:4;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
885363,330228,Sat Oct 14 14:28:59 +0000 2017,@AmazonHelp 24 hours team..how much time do you require for a call back @115851,"@330228 We've sent a correspondence to your registered account, request you to check. ^MA",COMPLAINT_FEEDBACK,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1402830,446165,Sat Oct 28 17:58:11 +0000 2017,"Unable to access my Amazon Account, contacted Customer care more than 5 times, still no luck, can some one help me here! @115850","@446165 If your Amazon account is on hold, you must have received an email from our specialty team. Kindly reply to the same. ^CB",ACCOUNT_ACCESS,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1020110,361380,Sat Nov 25 17:41:26 +0000 2017,"@AmazonHelp sorted the payment now. Although the gift card, it appeared in my orders, now it's gone, and the balance is not there","@361380 We'd like to look into this with you. When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",PAYMENT_BILLING,Machine-assisted training label; rules:17;margin:17. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
113795,141275,Thu Nov 23 16:21:43 +0000 2017,"@AmazonHelp Amazon video app won't play on @172 smart TV. All loads up OK but as soon as I choose a programme and press play, it just reverts back to the tv...can anyone help?",@141275 Hi. Has this just started happening or have you always had this issue? Is there any error message or just back to normal screen? ^NV,TECHNICAL_SUPPORT,Machine-assisted training label; rules:4;margin:4. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2917189,807445,Tue Nov 28 23:53:36 +0000 2017,"@AmazonHelp I just want to know what time it would leave the warehouse. No one is assuring me it's going to actually leave the warehouse today. That's my concern. The last time this happened, you guys were actually out of stock.","@807445 I'm sorry, we can't speculate on our warehouse shipping time-frames. It's not uncommon for an item to ship and be delivered the same day it's due, though. ^AM",PRODUCT_CONTENT,Machine-assisted training label; rules:2;ml:0.25. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2829513,787945,Mon Nov 27 13:06:03 +0000 2017,"@AmazonHelp Pour la deuxième fois : Oui. Pas de réponse. Faut dire qu'avec une phrase de la sorte : ""Nous ne répondrons peut-être pas à d'autres e-mails sur cette question."" je ne m'attends pas vraiment à de retour...","@787945 Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC : https://t.co/HtUowg2UGX 
^SM",RETURN_REFUND,Machine-assisted training label; rules:2;ml:0.24. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2434962,171648,Sun Nov 19 20:02:36 +0000 2017,@AmazonHelp They reply me they can't open my account. How bitch they are.,"@171648 My apologies for the experience you've had, Ayan. Please reply to the email sent by our account specialist team for any further clarification on this. ^KS",ACCOUNT_ACCESS,The customer says they cannot open/access their Amazon account and is seeking help regarding the account access issue. | Human-verified correction: Customer cannot access their account.,,
2570130,728911,Mon Oct 30 16:32:30 +0000 2017,@115850 is there any sale coming,"@728911 We've no news to share on this just now, please stay tuned to our website for any updates. ^MP",PRICING_PROMOTIONS,Machine-assisted training label; rules:2;ml:0.23. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
2292300,665704,Wed Nov 15 16:49:57 +0000 2017,"@AmazonHelp Echo was suddenly unaware of Music Unlimited sub.  This was coupled with an inaccuracy in two Digital Purchases areas that muddied the waters. Factory reset ultimately fixed it, so issue is gone, but...  dreadful support for a trivial issue.",@665704 Thanks for letting us know this has been sorted. I can understand your concern regarding your chat. Please let us know if anything else pops up. ^KP,TECHNICAL_SUPPORT,Machine-assisted training label; rules:10;margin:10. Not human-verified.,,
1153237,357770,Sun Oct 15 17:33:37 +0000 2017,@115821 I need to message you regarding a supposed driver of yours. I believe they are not working for you and using your name. Pls follow,@357770 Hi Mark! We can look into this with you here: https://t.co/JzP7hlA23B ^WT,TECHNICAL_SUPPORT,Machine-assisted training label; rules:2;ml:0.24. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
877024,198136,Sat Oct 14 00:59:32 +0000 2017,"@AmazonHelp It says ""ships from and sold by https://t.co/s2iL5Cpv0X""",@198136 Thanks for confirming! We'd like to take a closer look to see what's going on here: https://t.co/hApLpMlfHN ^HC,PRODUCT_CONTENT,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1179679,397437,Tue Oct 24 21:53:20 +0000 2017,@116618 when can we finally espect mr robot season 2 in The Netherlands? Still waiting and paying since june this year.,@397437 We do not have any specific information at this time. Please check back for more updates! ^JF,PRODUCT_CONTENT,Machine-assisted training label; rules:2;ml:0.26. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
269143,180174,Fri Oct 06 00:42:11 +0000 2017,"昨夜注文したのに未だ支払いメールが来ない(≡ε≡；)
Amazon忙しいのかな？",@180174 Amazonです。番号は出荷準備がされ次第の発行となりますので、心待ちにされているところ恐れ入りますがお届け予定日を目安におまちくださいませ。なお、発行済みの場合は注文履歴、アカウントサービス内のメッセージセンターからもご確認ができます。SK,PAYMENT_BILLING,Machine-assisted training label; manual semantic correction. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
231775,171205,Thu Oct 05 10:09:47 +0000 2017,@115850 This deal darken my life by engaging me 24hr on this but no improvement in the whole day. https://t.co/kNXHJZuEAh,@171205 Sorry about that. We have exciting deals coming up. Stay tuned. ^NS,PRICING_PROMOTIONS,Machine-assisted training label; rules:2;ml:0.25. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
1258278,414841,Sat Oct 28 17:17:14 +0000 2017,"@AmazonHelp For what purpose to connect, when I have thrown away that useless empty ink bottle. There is no use in return n refund policy.",@414841 I get you being upset. I’ll ensure to forward your feedback to appropriate team so that it will not be repeated in the future. ^NK,RETURN_REFUND,Machine-assisted training label; rules:21;margin:19. Not human-verified. | Human-verified correction: Customer cannot access their account.,,
